ID,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
13767,15000.00,15000.00,0.19,60 months,debt_consolidation,0.17,CA,RENT,5250,680-684,7.00,8615.00,1.00,2 years
61703,10000.00,10000.00,0.18,36 months,wedding,0.30,NY,OWN,2500,665-669,5.00,8379.00,0.00,8 years
63256,19075.00,19075.00,0.19,36 months,debt_consolidation,0.15,NY,RENT,5166.67,670-674,17.00,13749.00,3.00,10+ years
647,25000.00,5640.70,0.10,36 months,home_improvement,0.10,MA,MORTGAGE,7916.67,755-759,23.00,16386.00,0.00,4 years
4750,5600.00,5592.37,0.09,36 months,credit_card,0.08,NJ,MORTGAGE,3250,735-739,9.00,2639.00,1.00,5 years
11084,2500.00,2500.00,0.07,36 months,debt_consolidation,0.07,WI,MORTGAGE,4750,755-759,15.00,4658.00,2.00,4 years
32628,10400.00,10375.00,0.18,60 months,small_business,0.09,CA,RENT,7110.42,725-729,8.00,856.00,0.00,10+ years
96514,19750.00,19750.00,0.16,36 months,other,0.05,FL,MORTGAGE,8333.33,700-704,9.00,11383.00,0.00,< 1 year
34367,15000.00,15000.00,0.12,36 months,debt_consolidation,0.21,NY,OWN,5416.67,705-709,20.00,25464.00,0.00,4 years
78618,7200.00,7200.00,0.19,36 months,debt_consolidation,0.16,MI,RENT,8333.33,660-664,8.00,28916.00,0.00,10+ years
54880,16450.00,16450.00,0.15,36 months,debt_consolidation,0.12,OH,MORTGAGE,6666.67,685-689,8.00,12697.00,3.00,9 years
68413,10000.00,10000.00,0.19,60 months,debt_consolidation,0.28,FL,RENT,3726.67,695-699,23.00,10067.00,2.00,5 years
70321,11325.00,11325.00,0.12,36 months,other,0.09,TX,RENT,2833.33,725-729,3.00,9137.00,0.00,10+ years
21203,5000.00,4900.00,0.07,36 months,home_improvement,0.11,TX,MORTGAGE,7083.33,755-759,9.00,0.00,3.00,1 year
71540,10050.00,10050.00,0.14,36 months,credit_card,0.16,CA,RENT,2500,690-694,7.00,13337.00,2.00,< 1 year
8698,14725.00,14725.00,0.19,36 months,major_purchase,0.02,VA,OWN,18333.33,660-664,11.00,82265.00,2.00,1 year
60192,9000.00,9000.00,0.10,36 months,debt_consolidation,0.04,MD,MORTGAGE,6000,705-709,6.00,5659.00,0.00,7 years
62403,6000.00,6000.00,0.15,36 months,other,0.20,CT,OWN,4891.67,670-674,17.00,10391.00,2.00,3 years
33557,7500.00,7500.00,0.08,36 months,major_purchase,0.12,MD,OWN,2916.67,820-824,2.00,349.00,0.00,1 year
80041,24000.00,24000.00,0.14,36 months,credit_card,0.25,GA,MORTGAGE,11208.33,725-729,23.00,19428.00,2.00,10+ years
14469,20000.00,19950.00,0.11,36 months,debt_consolidation,0.09,NY,RENT,7500,715-719,11.00,8848.00,0.00,10+ years
14213,16750.00,16359.69,0.08,36 months,debt_consolidation,0.21,TX,MORTGAGE,3778.67,745-749,9.00,22352.00,0.00,10+ years
91173,4325.00,4325.00,0.10,36 months,debt_consolidation,0.02,GA,MORTGAGE,11000,715-719,9.00,75.00,3.00,n/a
55690,10075.00,10075.00,0.16,60 months,debt_consolidation,0.24,DE,MORTGAGE,6583.33,700-704,15.00,13259.00,1.00,1 year
12951,4800.00,4800.00,0.17,60 months,house,0.15,NY,RENT,4008.33,660-664,18.00,8828.00,0.00,8 years
2891,10800.00,10550.00,0.08,36 months,home_improvement,0.07,CA,MORTGAGE,11250,790-794,7.00,10232.00,2.00,< 1 year
24464,35000.00,24868.47,0.18,60 months,home_improvement,0.06,NH,MORTGAGE,14000,715-719,7.00,3936.00,0.00,10+ years
47998,9000.00,9000.00,0.07,36 months,other,0.16,MT,RENT,3333.33,740-744,10.00,8689.00,0.00,6 years
30184,8400.00,8400.00,0.06,36 months,credit_card,0.09,TX,OWN,3000,750-754,6.00,6215.00,0.00,2 years
75793,7000.00,7000.00,0.12,36 months,debt_consolidation,0.12,MA,RENT,5166.67,675-679,12.00,10513.00,0.00,6 years
56674,8400.00,8400.00,0.14,36 months,credit_card,0.17,TX,RENT,4583.33,695-699,14.00,20318.00,2.00,5 years
41282,12000.00,12000.00,0.08,36 months,credit_card,0.13,NJ,OWN,5833.33,725-729,8.00,9866.00,0.00,4 years
55924,23500.00,23500.00,0.19,36 months,credit_card,0.20,WA,RENT,6800,670-674,17.00,31812.00,3.00,2 years
84283,10000.00,10000.00,0.15,36 months,credit_card,0.28,CA,RENT,3750,680-684,19.00,19385.00,1.00,3 years
101158,15000.00,15000.00,0.16,36 months,credit_card,0.11,CA,RENT,5000,665-669,14.00,13611.00,0.00,4 years
38741,6200.00,6200.00,0.19,60 months,credit_card,0.11,WA,MORTGAGE,4250,670-674,9.00,5936.00,3.00,9 years
20799,16000.00,15975.00,0.13,60 months,major_purchase,0.07,CA,MORTGAGE,5000,745-749,10.00,1132.00,2.00,< 1 year
3414,8800.00,8350.00,0.10,36 months,wedding,0.05,GA,MORTGAGE,5479,755-759,5.00,6055.00,0.00,6 years
102270,20000.00,13000.00,0.12,36 months,other,0.19,KS,MORTGAGE,7501,705-709,17.00,17212.00,7.00,1 year
60439,10000.00,10000.00,0.13,36 months,credit_card,0.07,UT,MORTGAGE,3333.33,700-704,6.00,10793.00,2.00,1 year
13020,20000.00,19950.00,0.11,36 months,debt_consolidation,0.11,NY,RENT,8416.67,740-744,10.00,12283.00,0.00,3 years
72919,2875.00,2875.00,0.18,36 months,credit_card,0.14,AZ,RENT,1084,665-669,3.00,3824.00,0.00,n/a
103835,5500.00,5450.00,0.19,60 months,debt_consolidation,0.18,NY,RENT,1750,660-664,6.00,4492.00,6.00,2 years
85172,4000.00,4000.00,0.06,36 months,car,0.13,CA,RENT,2916.67,750-754,7.00,2860.00,0.00,5 years
77251,16000.00,16000.00,0.14,36 months,debt_consolidation,0.03,CA,MORTGAGE,3333.33,690-694,6.00,3909.00,0.00,7 years
76916,27825.00,27825.00,0.24,60 months,debt_consolidation,0.13,CA,RENT,6250,665-669,16.00,27093.00,1.00,4 years
41828,12250.00,12250.00,0.19,60 months,debt_consolidation,0.23,TX,MORTGAGE,6550,660-664,15.00,22493.00,0.00,3 years
20782,16800.00,16800.00,0.16,36 months,debt_consolidation,0.07,MO,MORTGAGE,6666.67,675-679,8.00,16211.00,1.00,< 1 year
98493,18775.00,18775.00,0.10,36 months,debt_consolidation,0.25,AZ,MORTGAGE,5850,715-719,20.00,27573.00,0.00,3 years
7167,8000.00,7850.00,0.15,36 months,debt_consolidation,0.16,FL,MORTGAGE,6416.67,675-679,8.00,25573.00,3.00,6 years
38073,5000.00,5000.00,0.14,36 months,debt_consolidation,0.17,FL,OWN,5000,670-674,9.00,14748.00,3.00,1 year
104101,9500.00,6500.00,0.07,36 months,credit_card,0.14,NH,MORTGAGE,7500,725-729,13.00,100233.00,0.00,10+ years
83841,8000.00,8000.00,0.12,36 months,debt_consolidation,0.25,MA,RENT,3166.67,690-694,10.00,5428.00,0.00,10+ years
1973,15000.00,7100.00,0.12,36 months,debt_consolidation,0.12,FL,MORTGAGE,5000,715-719,15.00,31563.00,3.00,< 1 year
93403,11000.00,11000.00,0.08,36 months,debt_consolidation,0.12,NY,OWN,7666.67,735-739,6.00,12461.00,1.00,7 years
3112,9000.00,5975.00,0.14,36 months,debt_consolidation,0.08,CA,MORTGAGE,4167,670-674,7.00,19696.00,1.00,3 years
29283,12000.00,12000.00,0.11,36 months,debt_consolidation,0.13,IL,RENT,2708.33,705-709,8.00,12150.00,1.00,< 1 year
29410,5600.00,5575.00,0.07,36 months,debt_consolidation,0.25,WA,RENT,2583,740-744,6.00,2454.00,1.00,2 years
43053,16350.00,16350.00,0.08,36 months,credit_card,0.25,MN,OWN,4541.67,730-734,7.00,25731.00,0.00,9 years
27048,23000.00,22975.00,0.12,36 months,credit_card,0.21,LA,MORTGAGE,7000,725-729,10.00,21598.00,3.00,10+ years
45941,3000.00,3000.00,0.10,36 months,debt_consolidation,0.22,VA,OWN,1100,720-724,4.00,2413.00,0.00,n/a
47764,8000.00,8000.00,0.09,36 months,other,0.03,NY,RENT,5000,710-714,8.00,5540.00,0.00,2 years
45427,18000.00,17994.17,0.14,60 months,debt_consolidation,0.02,PA,MORTGAGE,4364.58,725-729,9.00,1721.00,3.00,3 years
62900,6000.00,6000.00,0.06,36 months,credit_card,0.06,AL,MORTGAGE,7083.33,750-754,15.00,5747.00,0.00,4 years
73978,7000.00,7000.00,0.14,36 months,debt_consolidation,0.05,PA,RENT,3333.33,690-694,4.00,8889.00,1.00,2 years
96780,6000.00,6000.00,0.16,36 months,debt_consolidation,0.20,WA,OWN,1666.67,675-679,7.00,5291.00,0.00,< 1 year
30070,10000.00,10000.00,0.05,36 months,home_improvement,0.02,CA,MORTGAGE,8000,795-799,6.00,8974.00,0.00,3 years
29858,5075.00,5050.00,0.06,36 months,debt_consolidation,0.20,PA,MORTGAGE,5000,790-794,9.00,269.00,3.00,3 years
26457,14000.00,12225.00,0.12,60 months,debt_consolidation,0.14,AR,MORTGAGE,4583.33,720-724,9.00,3539.00,0.00,3 years
13181,25000.00,20737.86,0.14,60 months,debt_consolidation,0.09,VA,RENT,10833.33,720-724,11.00,35046.00,2.00,< 1 year
65055,18650.00,18650.00,0.20,36 months,debt_consolidation,0.20,OH,MORTGAGE,4833.33,660-664,12.00,17740.00,0.00,10+ years
84897,35000.00,35000.00,0.20,36 months,debt_consolidation,0.21,TX,MORTGAGE,12333.33,700-704,23.00,36870.00,0.00,10+ years
14831,10000.00,10000.00,0.12,36 months,major_purchase,0.11,GA,OWN,13333,705-709,12.00,36672.00,2.00,1 year
6128,10000.00,9850.00,0.15,36 months,debt_consolidation,0.19,NY,RENT,2500,665-669,8.00,9092.00,1.00,< 1 year
4909,6200.00,6100.00,0.09,36 months,other,0.19,WI,RENT,5000,740-744,17.00,9367.00,0.00,1 year
77887,7000.00,7000.00,0.09,36 months,home_improvement,0.15,KY,MORTGAGE,5416.67,720-724,14.00,15272.00,1.00,3 years
7002,15000.00,14900.00,0.15,36 months,major_purchase,0.09,TX,RENT,3000,730-734,8.00,0.00,2.00,< 1 year
59271,7575.00,7575.00,0.10,36 months,debt_consolidation,0.11,TX,RENT,2375,725-729,3.00,5640.00,0.00,3 years
5724,3000.00,3000.00,0.09,36 months,other,0.13,NY,RENT,4500,720-724,9.00,2541.00,2.00,< 1 year
60151,30000.00,24800.00,0.10,36 months,home_improvement,0.02,NY,MORTGAGE,9583.33,765-769,7.00,4454.00,3.00,10+ years
53424,18000.00,18000.00,0.12,60 months,other,0.15,VA,MORTGAGE,8333.33,730-734,7.00,4038.00,0.00,5 years
34650,15350.00,15325.00,0.13,60 months,debt_consolidation,0.29,WA,MORTGAGE,3200,730-734,6.00,9946.00,1.00,10+ years
96988,10000.00,10000.00,0.13,36 months,credit_card,0.08,PA,RENT,2500,685-689,8.00,10906.00,0.00,7 years
87513,27925.00,27925.00,0.22,60 months,debt_consolidation,0.04,FL,MORTGAGE,7000,685-689,14.00,9914.00,2.00,n/a
45047,6000.00,6000.00,0.08,36 months,debt_consolidation,0.11,SC,MORTGAGE,2883.33,725-729,8.00,4813.00,0.00,4 years
23575,7200.00,7200.00,0.07,36 months,credit_card,0.12,RI,MORTGAGE,7083.33,780-784,6.00,15933.00,1.00,3 years
2164,10000.00,6301.07,0.14,36 months,debt_consolidation,0.17,CO,OTHER,4583,680-684,16.00,18707.00,1.00,3 years
3591,12250.00,2200.00,0.15,36 months,debt_consolidation,0.24,GA,MORTGAGE,7416.67,660-664,13.00,19136.00,1.00,8 years
20785,20000.00,20000.00,0.15,36 months,debt_consolidation,0.19,VA,MORTGAGE,6250,715-719,12.00,14308.00,1.00,5 years
65776,15000.00,15000.00,0.18,36 months,debt_consolidation,0.18,GA,MORTGAGE,6000,670-674,16.00,14513.00,2.00,10+ years
41200,28000.00,27975.00,0.22,60 months,debt_consolidation,0.13,CT,MORTGAGE,14166.67,670-674,12.00,10311.00,0.00,1 year
66429,18000.00,17975.00,0.22,60 months,house,0.02,FL,RENT,4583.33,660-664,6.00,4243.00,3.00,7 years
71481,10000.00,9925.00,0.18,36 months,small_business,0.13,OR,MORTGAGE,11250,665-669,13.00,16740.00,2.00,10+ years
32985,10000.00,10000.00,0.14,36 months,debt_consolidation,0.11,IL,RENT,7500,665-669,6.00,7778.00,0.00,7 years
49619,16000.00,16000.00,0.19,36 months,debt_consolidation,0.24,MD,RENT,5653.67,660-664,12.00,16223.00,0.00,5 years
12150,6500.00,6500.00,0.08,36 months,other,0.02,KY,MORTGAGE,3208.33,805-809,5.00,269.00,0.00,10+ years
54131,28625.00,28625.00,0.13,60 months,debt_consolidation,0.21,TX,MORTGAGE,4833.33,740-744,9.00,35863.00,0.00,5 years
39492,10000.00,10000.00,0.12,36 months,other,0.09,NY,RENT,2750,695-699,6.00,6621.00,0.00,3 years
94232,2000.00,2000.00,0.17,36 months,home_improvement,0.21,GA,MORTGAGE,3750,670-674,10.00,1371.00,1.00,7 years
98621,10000.00,10000.00,0.14,36 months,credit_card,0.08,SC,MORTGAGE,3750,675-679,4.00,3776.00,0.00,3 years
73371,5000.00,5000.00,0.08,36 months,debt_consolidation,0.08,OH,MORTGAGE,2916.67,740-744,6.00,12444.00,1.00,10+ years
30397,12100.00,12100.00,0.17,36 months,small_business,0.11,TX,MORTGAGE,6166.67,665-669,5.00,2081.00,0.00,4 years
64262,15000.00,15000.00,0.13,36 months,debt_consolidation,0.33,NY,RENT,4166.67,695-699,10.00,13198.00,0.00,9 years
71492,10000.00,10000.00,0.11,60 months,debt_consolidation,0.16,WI,RENT,3250,795-799,5.00,11319.00,1.00,6 years
88920,10850.00,10850.00,0.18,36 months,debt_consolidation,0.34,PA,OWN,2708.33,660-664,7.00,9577.00,0.00,8 years
91571,24000.00,24000.00,0.12,36 months,debt_consolidation,0.16,NJ,RENT,4500,700-704,8.00,29098.00,1.00,10+ years
57430,18000.00,17975.00,0.19,60 months,debt_consolidation,0.16,AZ,MORTGAGE,4666.67,675-679,14.00,14878.00,3.00,10+ years
77113,11350.00,11350.00,0.14,36 months,debt_consolidation,0.27,AZ,RENT,2783.33,675-679,14.00,11031.00,0.00,< 1 year
98787,26500.00,26500.00,0.13,36 months,home_improvement,0.14,CA,RENT,5833.33,745-749,8.00,64504.00,2.00,5 years
72539,4950.00,4950.00,0.14,36 months,debt_consolidation,0.09,FL,OWN,2916.67,675-679,11.00,7931.00,2.00,6 years
71247,1000.00,1000.00,0.15,36 months,debt_consolidation,0.29,TX,MORTGAGE,2166.67,665-669,9.00,1748.00,0.00,6 years
4644,9000.00,9000.00,0.12,36 months,car,0.00,MD,RENT,4833,715-719,6.00,0.00,1.00,4 years
98762,12000.00,12000.00,0.22,60 months,debt_consolidation,0.13,OH,MORTGAGE,2866.5,665-669,5.00,9626.00,1.00,10+ years
100313,31300.00,31300.00,0.23,60 months,debt_consolidation,0.34,MD,OWN,5833.33,665-669,11.00,25344.00,0.00,5 years
38905,5000.00,5000.00,0.08,36 months,small_business,0.08,IL,MORTGAGE,5500,725-729,11.00,16396.00,3.00,< 1 year
86747,21000.00,21000.00,0.19,60 months,debt_consolidation,0.32,NM,MORTGAGE,9583.33,695-699,19.00,30589.00,1.00,10+ years
90712,7000.00,7000.00,0.18,36 months,credit_card,0.08,OK,RENT,6000,690-694,5.00,6623.00,0.00,10+ years
52440,17975.00,17975.00,0.19,36 months,debt_consolidation,0.19,FL,RENT,4833.33,670-674,10.00,17448.00,0.00,7 years
70424,30000.00,29975.00,0.21,60 months,debt_consolidation,0.17,TX,MORTGAGE,8666.67,710-714,8.00,47503.00,0.00,6 years
19701,1500.00,1500.00,0.10,36 months,other,0.17,AZ,MORTGAGE,7725,695-699,14.00,30626.00,0.00,6 years
27710,3000.00,3000.00,0.22,60 months,other,0.00,MN,OWN,1471,690-694,3.00,NA,0.00,6 years
16631,8400.00,8400.00,0.09,60 months,car,0.22,NM,MORTGAGE,4833.33,760-764,6.00,19187.00,0.00,3 years
102645,8500.00,6727.42,0.17,36 months,debt_consolidation,0.15,IL,RENT,5000,680-684,9.00,0.00,9.00,10+ years
36706,16500.00,16400.00,0.12,60 months,small_business,0.12,OH,MORTGAGE,2750,775-779,11.00,2316.00,1.00,4 years
78789,19000.00,19000.00,0.19,60 months,home_improvement,0.17,MN,OWN,4000,695-699,7.00,5246.00,2.00,10+ years
32191,3600.00,3600.00,0.07,36 months,credit_card,0.09,TX,RENT,2000,735-739,17.00,1710.00,0.00,1 year
72346,3625.00,3625.00,0.14,36 months,debt_consolidation,0.11,FL,MORTGAGE,3895,665-669,9.00,12251.00,0.00,10+ years
45097,28000.00,27925.00,0.19,36 months,debt_consolidation,0.09,LA,MORTGAGE,6666.67,700-704,6.00,14189.00,2.00,n/a
73434,10800.00,10800.00,0.12,36 months,debt_consolidation,0.27,NJ,RENT,5833.33,695-699,6.00,27585.00,0.00,5 years
77867,6000.00,6000.00,0.14,36 months,debt_consolidation,0.24,AZ,RENT,4000,680-684,12.00,24934.00,1.00,10+ years
78519,4800.00,4800.00,0.13,36 months,moving,0.05,TX,RENT,2666.67,690-694,3.00,7911.00,0.00,< 1 year
16597,12000.00,11862.38,0.06,60 months,debt_consolidation,0.22,WI,MORTGAGE,4166.67,780-784,12.00,14464.00,1.00,10+ years
12007,6000.00,5996.63,0.14,60 months,major_purchase,0.21,CA,MORTGAGE,2700,695-699,10.00,10932.00,2.00,2 years
98373,10000.00,10000.00,0.13,36 months,credit_card,0.19,OH,MORTGAGE,7500,680-684,11.00,14426.00,1.00,9 years
7255,12000.00,11875.00,0.08,36 months,educational,0.15,CA,RENT,3333.33,760-764,8.00,1357.00,0.00,2 years
70443,19050.00,19050.00,0.14,60 months,debt_consolidation,0.11,CA,MORTGAGE,5000,740-744,16.00,19988.00,4.00,3 years
39439,10000.00,10000.00,0.16,36 months,debt_consolidation,0.13,CA,RENT,4416.67,665-669,9.00,23870.00,1.00,10+ years
74388,10000.00,10000.00,0.10,36 months,other,0.13,NY,RENT,4285.5,710-714,17.00,11724.00,0.00,< 1 year
26822,15650.00,15650.00,0.22,36 months,house,0.14,MD,RENT,3700,660-664,5.00,10605.00,1.00,4 years
46097,6400.00,6400.00,0.11,36 months,debt_consolidation,0.19,DC,RENT,3833.33,690-694,13.00,10451.00,0.00,< 1 year
73614,4225.00,4225.00,0.06,36 months,small_business,0.15,NY,MORTGAGE,2583.33,750-754,17.00,3907.00,0.00,4 years
56643,21000.00,20975.00,0.21,60 months,debt_consolidation,0.18,NY,MORTGAGE,8083.33,680-684,11.00,31080.00,2.00,5 years
12248,10000.00,9999.36,0.11,60 months,home_improvement,0.04,MD,MORTGAGE,8750,795-799,7.00,0.00,1.00,2 years
21508,9000.00,9000.00,0.13,60 months,debt_consolidation,0.06,CA,RENT,3678.08,710-714,8.00,7556.00,2.00,4 years
61143,21000.00,21000.00,0.14,60 months,debt_consolidation,0.06,OH,MORTGAGE,8333.33,715-719,10.00,22196.00,0.00,10+ years
84593,12000.00,12000.00,0.14,36 months,wedding,0.15,CA,RENT,8666.67,695-699,10.00,9624.00,1.00,1 year
59886,1000.00,1000.00,0.13,36 months,debt_consolidation,0.31,AZ,RENT,1833.33,670-674,7.00,6283.00,0.00,3 years
77363,20000.00,20000.00,0.14,36 months,debt_consolidation,0.35,TX,MORTGAGE,4583.33,710-714,8.00,6510.00,1.00,2 years
60963,10000.00,10000.00,0.15,36 months,credit_card,0.10,TX,OWN,4166.67,670-674,11.00,11551.00,0.00,4 years
14044,3500.00,3500.00,0.11,36 months,home_improvement,0.14,MI,MORTGAGE,9166.67,690-694,12.00,34944.00,2.00,10+ years
99706,20000.00,20000.00,0.18,36 months,debt_consolidation,0.22,CA,RENT,6666.67,685-689,20.00,22990.00,6.00,10+ years
92795,18000.00,18000.00,0.13,36 months,debt_consolidation,0.27,OR,MORTGAGE,4166.67,670-674,11.00,16680.00,0.00,10+ years
62884,18200.00,18200.00,0.10,36 months,credit_card,0.08,NY,RENT,4750,720-724,13.00,16184.00,2.00,3 years
37863,10200.00,10200.00,0.12,36 months,debt_consolidation,0.18,CO,MORTGAGE,5833.33,705-709,9.00,9817.00,2.00,4 years
40856,4000.00,3975.00,0.08,60 months,car,0.04,TX,OWN,4000,800-804,16.00,6696.00,0.00,< 1 year
40489,28000.00,27975.00,0.08,36 months,small_business,0.06,WA,MORTGAGE,7000,800-804,8.00,771.00,2.00,9 years
88273,4800.00,4800.00,0.19,36 months,other,0.11,NM,MORTGAGE,5833.33,670-674,NA,17943.00,0.00,10+ years
51379,8000.00,7997.85,0.18,36 months,debt_consolidation,0.21,CA,MORTGAGE,8583.33,670-674,15.00,14584.00,3.00,5 years
59279,15000.00,15000.00,0.08,36 months,debt_consolidation,0.06,MO,RENT,2916.67,770-774,13.00,14290.00,1.00,9 years
28189,15000.00,15000.00,0.16,36 months,other,0.11,SC,MORTGAGE,8583.33,675-679,6.00,3844.00,2.00,7 years
52129,23000.00,23000.00,0.08,36 months,car,0.07,CA,MORTGAGE,25000,810-814,10.00,227.00,0.00,10+ years
50817,14000.00,14000.00,0.13,36 months,credit_card,0.17,CA,RENT,5500,680-684,10.00,4919.00,0.00,7 years
101798,.,1850.00,0.12,36 months,home_improvement,0.21,MD,MORTGAGE,3448.33,660-664,10.00,18749.00,5.00,< 1 year
34591,12000.00,12000.00,0.06,36 months,major_purchase,0.03,MO,MORTGAGE,3416.67,785-789,6.00,3732.00,0.00,10+ years
75818,4500.00,4500.00,0.17,36 months,debt_consolidation,0.17,PA,RENT,4666.67,675-679,24.00,893.00,1.00,3 years
988,7500.00,214.02,0.08,36 months,other,0.07,KS,MORTGAGE,3750,795-799,14.00,9409.00,1.00,7 years
94218,25000.00,25000.00,0.13,36 months,debt_consolidation,0.19,CA,RENT,5000,775-779,11.00,4345.00,3.00,2 years
12860,16000.00,15900.00,0.16,60 months,debt_consolidation,0.13,WA,MORTGAGE,5427.42,700-704,11.00,19407.00,1.00,5 years
21867,5000.00,5000.00,0.13,36 months,debt_consolidation,0.09,FL,RENT,3500,695-699,6.00,3555.00,0.00,1 year
28518,15000.00,15000.00,0.18,36 months,debt_consolidation,0.21,TX,MORTGAGE,5319.17,675-679,13.00,5613.00,3.00,2 years
60875,10500.00,10500.00,0.12,36 months,major_purchase,0.05,NY,RENT,5000,700-704,4.00,502.00,0.00,2 years
60688,21250.00,21250.00,0.19,36 months,credit_card,0.27,LA,OWN,4500,670-674,15.00,25287.00,2.00,10+ years
92717,7125.00,7125.00,0.08,36 months,home_improvement,0.08,GA,OWN,2500,805-809,5.00,577.00,0.00,1 year
36283,14000.00,14000.00,0.08,36 months,credit_card,0.22,IL,RENT,3162.25,730-734,12.00,13579.00,0.00,9 years
27572,3000.00,3000.00,0.07,36 months,other,0.21,PA,RENT,2500,800-804,3.00,1298.00,0.00,2 years
16548,24000.00,14450.00,0.10,60 months,debt_consolidation,0.08,AL,MORTGAGE,8083.33,765-769,9.00,13559.00,0.00,10+ years
74632,7200.00,7200.00,0.12,36 months,debt_consolidation,0.19,CA,OWN,3208.33,680-684,8.00,9849.00,0.00,1 year
15083,25000.00,24950.00,0.21,36 months,credit_card,0.08,CA,MORTGAGE,12500,670-674,3.00,26057.00,0.00,10+ years
96700,16000.00,16000.00,0.16,36 months,debt_consolidation,0.21,FL,RENT,5416.67,680-684,13.00,14246.00,1.00,< 1 year
78382,28000.00,28000.00,0.20,60 months,small_business,0.04,MI,RENT,8416.67,710-714,11.00,1327.00,0.00,5 years
11185,12000.00,12000.00,0.18,60 months,debt_consolidation,0.01,KY,MORTGAGE,6500,670-674,4.00,1549.00,1.00,10+ years
30824,14000.00,14000.00,0.12,60 months,debt_consolidation,0.20,TX,MORTGAGE,6333.33,705-709,12.00,32213.00,0.00,< 1 year
47097,7200.00,7200.00,0.08,36 months,debt_consolidation,0.12,NJ,RENT,2333.33,725-729,7.00,6262.00,1.00,2 years
97364,20800.00,20775.00,0.07,36 months,credit_card,0.16,CA,MORTGAGE,10833.33,710-714,11.00,15192.00,0.00,10+ years
80353,9450.00,9450.00,0.14,36 months,debt_consolidation,0.25,NY,RENT,2916.67,670-674,12.00,11555.00,0.00,4 years
57190,5000.00,5000.00,0.10,36 months,credit_card,0.28,NC,MORTGAGE,4583.33,695-699,15.00,38092.00,0.00,10+ years
83869,35000.00,34950.00,0.09,36 months,debt_consolidation,0.20,CT,RENT,9166.67,735-739,19.00,21536.00,0.00,1 year
30718,35000.00,33500.00,0.13,60 months,small_business,0.11,AZ,MORTGAGE,15583.33,760-764,10.00,9.00,1.00,6 years
88084,6000.00,6000.00,0.15,36 months,other,0.16,MN,RENT,3833.33,670-674,11.00,5760.00,1.00,10+ years
89884,25000.00,25000.00,0.15,60 months,debt_consolidation,0.04,NY,RENT,5666.67,745-749,6.00,11079.00,0.00,3 years
38688,35000.00,23350.00,0.12,60 months,small_business,0.08,CA,MORTGAGE,7500,745-749,6.00,5660.00,0.00,3 years
9020,2575.00,2575.00,0.07,36 months,educational,0.05,MA,RENT,6875,760-764,6.00,4678.00,2.00,3 years
23710,13000.00,12909.48,0.11,36 months,debt_consolidation,0.19,CA,RENT,3200,715-719,7.00,28032.00,1.00,< 1 year
5062,4200.00,4200.00,0.15,36 months,educational,0.15,CA,RENT,6333.33,665-669,11.00,15578.00,0.00,1 year
19695,12000.00,11950.00,0.13,60 months,debt_consolidation,0.23,NY,RENT,5000,700-704,19.00,9002.00,0.00,n/a
